# data/MANIFEST.tsv — content-addressed inventory of every raw/derived artifact.
#
# Columns: path<TAB>sha256<TAB>bytes<TAB>tier<TAB>producer
#
# tier:
#   frozen   — NOT reproducible, must be archived off-box. Missing/mismatch = ERROR.
#   eval     — frozen + in the holdout hash table, NEVER in training. Missing/mismatch = ERROR.
#   fetched  — re-derivable from an upstream repo; sha recorded to detect drift (WARN on mismatch).
#   derived  — rebuilt on demand (or on bootstrap); the pin is informational, absent is fine.
#
# producer is a short shell command that (re)produces the file from repo root; used by
# bootstrap_pod.sh fetch/verify to pull the fetched tiers and rebuild derived ones.
# Generated 2026-08-28 by aupai-3b; the 5 frozen shas were independently re-computed on the pod
# (sha_big.log) and match data/PROVENANCE.md's table exactly.
# frozensha-verification: pod recompute of pretrain_full=230525ec.., cosmopedia_extra=77aabcec..,
# en_textbook=6a85bfee.., code_filtered=76dc76cf.., en_math_text=fa21ac06.. == PROVENANCE.

# --- frozen: must exist, must match, cannot be rebuilt -----------------------
data/pretrain_full.jsonl	230525ecda660c238c3401b36b53295002f3fb5ce7a01aacb626ce3eebeedc76	9264189711	frozen	archive:pretrain_full.jsonl
data/cosmopedia_extra.jsonl	77aabceceb9f323346b6aa21c9502745e1e1693bb542dd58603f14d6e026a145	685393703	frozen	archive:cosmopedia_extra.jsonl
data/en_textbook.jsonl	6a85bfeebfa59b772afa0a2d7584abb8d0d847f7c197697d6b8f917330ecd73f	121842930	frozen	archive:en_textbook.jsonl
data/code_filtered.jsonl	76dc76cf94858f1846cadb98bbef9b201232b7aba0d66c6fa465043c530a1948	224717393	frozen	archive:code_filtered.jsonl
data/en_math_text.jsonl	fa21ac063d8aa96347b508ddce3b6506d6706761504d768254142feb025c3ac7	307316039	frozen	archive:en_math_text.jsonl

# --- eval: holdout, never trained --------------------------------------------
data/eval/math_test_500.jsonl	609a5a5af31d666a01e2a82c692d1d54f5e13a081a2a98c929e02670941b34e5	475514	eval	archive:math_test_500.jsonl
data/synthetic/math_hard_eval_1k.jsonl	3ce9b0ff7fc6253c0d23c41cd360f09242f8a9a67ed187f4f56f812957ac703b	367957	eval	archive:math_hard_eval_1k.jsonl

# --- fetched: re-derivable, pin to catch drift -------------------------------
data/alpaca_gpt4_zh.jsonl	93819e69830d9eb050e58c342230f3e1986a2e3cd07c3d1a075abb9ddcb6251d	35040711	fetched	python datagen/fetch_chat_data.py
data/coig.jsonl	cdcac3f1d310c0dd8bb6cf5ee63a4b2a99d3386e098cead4985d7e962a8a10f6	141903289	fetched	python datagen/fetch_chat_data.py
data/school_math_r1_zh.jsonl	c8f6a7cce2e4c0b76711919a99767aa435a5ce6b509da722ffcb750d42124834	214775978	fetched	python datagen/fetch_math_data.py belle   # approx, not byte-level (3.6% gold bug, PROVENANCE)
data/math/ape210k.jsonl	a4a989a7f3d0c5681536f21938a00a033b03bdcdc9f38aaf0251e91447579350	44000937	fetched	python datagen/fetch_math_data.py ape210k
data/math/belle.jsonl	a34511818febfac8d21deca35601f736c5c08ffbf2e4ca148f0b21eb584bf7a9	128997729	fetched	python datagen/fetch_math_data.py belle
data/math/gsm8k_zh.jsonl	53256e7f0ed6c95b52624a5c80e0107e6b866f56181cc457d6628d7cfde93206	4003041	fetched	python datagen/fetch_math_data.py gsm8k_zh
data/math/math23k.jsonl	c244babecd1443470f18911b0899446024d7de79996ae9a595366e54b790d41f	14791171	fetched	python datagen/fetch_math_data.py math23k
data/math/mxode.jsonl	0aeed7b8b1cbbefa4789fc5e86b99e227951521677c4f3c5872bba55adc22127	124319320	fetched	python datagen/fetch_math_data.py mxode
data/sft/gsm8k_zh.json	c0accee6c7db9588e3c6e99c62c20f9d9d56f987432637626c28f03ec67a89e5	9298026	fetched	python datagen/fetch_sft_data.py fetch
data/sft/reasoning.jsonl	7f16c6dd7d85cf521de3a11a97981d3d0355f3fce27f82a1268166f5a79370dc	3781761	fetched	python datagen/fetch_sft_data.py fetch
data/sft/qwq_mmlu.parquet	dc0b363ad53530feac84b2b7da22b4442f0b39d8d791892df2b6eca6dfa467df	47471994	fetched	python datagen/fetch_sft_data.py fetch
data/sft/fable5_cot.jsonl	57e4e8f83ce85f9f2c473758af010b4c0383207fd0f3d23655ba3ad38d860c4a	1790012	fetched	# one-time export (Fable-5-CoT-Traces); manual if lost

# --- derived: rebuilt on demand ------------------------------------------------
data/tokenizer.json	e7cb4a16bd43f96cec2067493f96e107ffacfaaf9f9a8a789ea4486850aecd2d	2542792	derived	python scripts/build_tokenizer.py --force   # pinned: sensitive single point, local==pod verified
data/synthetic/math_short_v8.jsonl	7e45bc95d0aa3226823a7a493a4df525a611ee7287712a7e28bec4ed217830e8	32209626	derived	cd mathbank && python run_math_short.py 100000 ../data/synthetic/math_short_v8.jsonl --ratios 0,0,0.6,0.4 --seed 28
data/synthetic/code_python_zh.jsonl	bdc3a855c8eac5da311788b6a6dd767313652d6ddff4916fc18bd84e715d322e	1073658	derived	python datagen/gen_code.py
data/synthetic/knowledge_qa_zh.jsonl	451ce0cd997ef1d378b8677351be1b27143e208360e15d4f5d0aeea5a0ebc1c4	166031	derived	python datagen/gen_knowledge2.py
data/rl/program_probe.jsonl	05f1dea6cfa7fa88d5245c718a8b094856a71ee743ce10eb165a3f9a50dff7af	2391295	derived	cd mathbank && python program_probe.py sample
